timestamp_sec,faces_detected,emotion_anger,emotion_disgust,emotion_fear,emotion_happiness,emotion_sadness,emotion_surprise,emotion_neutral
0.0,1,0.0005654304986819625,0.0002443070989102125,4.846772208111361e-05,0.9573556780815125,0.007796688936650753,8.97428035386838e-05,0.033899661153554916
1.0,1,0.5568857789039612,0.01593899168074131,0.02430509217083454,0.028405457735061646,0.15915346145629883,0.017232878133654594,0.19807827472686768
2.0,1,0.0024408285971730947,0.0020102462731301785,0.0005641885218210518,0.9870896935462952,0.00444613303989172,0.002014016965404153,0.0014348406111821532
3.0,1,0.001162119908258319,0.0038708175998181105,9.709744335850701e-05,0.9900007247924805,0.003576116170734167,0.0001566902210470289,0.0011362163349986076
4.0,1,0.02656535618007183,0.0008300204644910991,0.0001632707571843639,0.41919559240341187,0.11059773713350296,0.00023200642317533493,0.4424159526824951
5.0,1,0.00463173957541585,0.0004189650935586542,0.005566434469074011,0.0019561874214559793,0.2015228569507599,0.018445320427417755,0.767458438873291
6.0,1,0.05986645445227623,0.001890404149889946,0.0011002208339050412,0.10102331638336182,0.13184159994125366,0.0005109065677970648,0.7037670612335205
7.0,1,0.48446255922317505,0.027435699477791786,0.006012203171849251,0.06475167721509933,0.1435907632112503,0.020949717611074448,0.25279736518859863
8.0,1,0.3112100064754486,0.005180590786039829,0.001012515160255134,0.0024731308221817017,0.3020784258842468,0.0014514693757519126,0.37659385800361633
9.0,1,0.4515363574028015,0.009629783220589161,0.05852207913994789,0.03235868364572525,0.23403842747211456,0.048998091369867325,0.16491660475730896
10.0,1,0.12169340997934341,0.0022623969707638025,0.004298834595829248,0.04753865301609039,0.31435176730155945,0.0006136278389021754,0.5092413425445557
11.0,1,0.3770541846752167,0.0023547722958028316,0.004300200846046209,0.018286531791090965,0.3863113820552826,0.004212067928165197,0.2074808031320572
12.0,1,0.07298824191093445,0.0028915824368596077,0.000616784964222461,0.09112384170293808,0.38864317536354065,0.001473110867664218,0.4422632157802582
13.0,1,0.000546600203961134,0.0006212283624336123,0.0001445721572963521,0.9946757555007935,0.0015647049294784665,0.0010838110465556383,0.0013633446069434285
14.0,1,0.036341581493616104,0.00032595678931102157,0.00014679544256068766,0.03368597477674484,0.3076419234275818,5.1872626499971375e-05,0.6218059062957764
15.0,1,0.003811189439147711,0.004831460304558277,0.0006388063775375485,0.9443100094795227,0.017960993573069572,0.0007771282689645886,0.02767053246498108
16.0,1,0.5564056038856506,0.008998533710837364,0.015242601744830608,0.021304022520780563,0.1629510521888733,0.030405480414628983,0.20469267666339874
17.0,1,0.04064023494720459,0.0016839837189763784,0.0005042622797191143,0.05245796591043472,0.24091218411922455,0.0019268689211457968,0.6618744730949402
18.0,1,5.3390944231068715e-05,3.415085302549414e-05,3.415752871660516e-05,0.9984079003334045,0.0007599819218739867,0.0005438812077045441,0.0001665523595875129
19.0,1,0.01266382448375225,0.0006254804320633411,0.0001094745603040792,0.7991507649421692,0.03708017244935036,0.00025876189465634525,0.15011149644851685
20.0,1,0.05374135449528694,0.0009326422587037086,0.00027602011687122285,0.21117821335792542,0.22310203313827515,0.00021496109548024833,0.5105547904968262
21.0,1,0.1845652312040329,0.02966288849711418,0.014183049090206623,0.016620369628071785,0.26940590143203735,0.08759132027626038,0.39797115325927734
22.0,1,0.23643271625041962,0.01592845469713211,0.008189156651496887,0.008112122304737568,0.2634042799472809,0.003291201777756214,0.46464207768440247
23.0,1,0.15760473906993866,0.003827811684459448,0.007721931207925081,0.0022582137025892735,0.6799759864807129,0.0061203730292618275,0.1424909383058548
24.0,1,0.03911679610610008,0.009118964895606041,0.0014022794784978032,0.638981282711029,0.19786177575588226,0.0005011173197999597,0.11301767826080322
25.0,1,0.0030254139564931393,0.005621562711894512,0.0005027716397307813,0.9787527322769165,0.009546225890517235,0.0004292996309231967,0.0021220208145678043
26.0,1,0.052671246230602264,0.0017842563102021813,0.0004096086777281016,0.2513794004917145,0.07847103476524353,0.0005017893272452056,0.6147826313972473
27.0,1,0.0007335467380471528,0.00016001076437532902,2.7270543796475977e-05,0.945895791053772,0.009204498492181301,4.777546928380616e-05,0.04393111914396286
28.0,1,0.0017882446991279721,0.00028708824538625777,7.517459016526118e-05,0.8121493458747864,0.030278537422418594,0.00010367516370024532,0.15531796216964722
